;G0;G3;HA4;Prozessgas;T24
6921;0,01516104725;0,025294024499999998;0,130255;0,050432;0,146272
6922;0,0171680665;0,02401564975;0,107487;0,050963;0,140959
6923;0,01909431825;0,024102935;0,108304;0,050963;0,135958
6924;0,02057317425;0,02377246175;0,109597;0,050963;0,133458
6925;0,020206545;0,02382852925;0,092024;0,046263;0,13127
6926;0,018448120999999998;0,02425265625;0,088597;0,046338;0,131582
6927;0,01661503775;0,02380367975;0,08748;0,046148;0,13502
6928;0,01541587425;0,023828592;0,089462;0,047495;0,142209
6929;0,018006957;0,0245582175;0,088622;0,055095;0,149398
6930;0,019951780500000002;0,0250383495;0,09741;0,05785;0,155961
6931;0,0209086435;0,0265226375;0,100379;0,059778;0,160337
6932;0,021946273250000002;0,027900784749999998;0,113577;0,060648;0,159086
6933;0,0206414145;0,02566202125;0,123048;0,062966;0,145334
6934;0,01810629575;0,0232111635;0,10629;0,06517;0,122518
6935;0,01614907025;0,02195151925;0,105804;0,070756;0,089701
6936;0,0170686655;0,022431588750000002;0,084404;0,108994;0,076714
6937;0,0149126395;0,022207132;0,089636;0,105472;0,084248
6938;0,01374438675;0,02245032;0,098538;0,107333;0,080481
6939;0,013818984;0,021228075;0,098479;0,111657;0,088358
6940;0,0164224685;0,020105540249999998;0,103881;0,132961;0,118495
6941;0,01865309175;0,0205296045;0,119268;0,15819;0,175346
6942;0,02018784875;0,023242319;0,159624;0,188254;0,179455
6943;0,0267991395;0,02554969925;0,202074;0,196219;0,173976
6944;0,04332717825;0,0305200325;0,210549;0,19929;0,169524
6945;0,052523257000000004;0,03303944525;0,185506;0,200333;0,160277
6946;0,053231587250000004;0,03340738;0,165538;0,198921;0,154455
6947;0,054859513;0,03489778675;0,155423;0,196131;0,148975
6948;0,051038231;0,03477316475;0,143299;0,194348;0,146235
6949;0,043470078499999995;0,033800164;0,130867;0,192398;0,143838
6950;0,04105922525;0,033251477749999994;0,126867;0,190863;0,144181
6951;0,04444557475;0,033295120250000004;0,12337;0,179727;0,147948
6952;0,04545223125;0,033207835;0,12485;0,174787;0,155825
6953;0,04460717075;0,033700454000000005;0,129998;0,162363;0,163702
6954;0,035827452499999995;0,03425544625;0,120906;0,149436;0,170893
6955;0,0252395165;0,0319481285;0,11011;0,139407;0,175688
6956;0,0226422015;0,03021447125;0,090634;0,13359;0,174318
6957;0,0214119405;0,027782344;0,082657;0,124855;0,159249
6958;0,020299651000000002;0,0251318785;0,077767;0,112091;0,134249
6959;0,0194919205;0,023647715;0,083134;0,112039;0,098289
6960;0,0170686655;0,022431588750000002;0,047762;0,108994;0,055326
6961;0,0149126395;0,022207132;0,050723;0,105472;0,060759
6962;0,01374438675;0,02245032;0,05576;0,107333;0,058043
6963;0,013818984;0,021228075;0,055727;0,111657;0,063723
6964;0,0164224685;0,020105540249999998;0,058784;0,132961;0,085458
6965;0,01865309175;0,0205296045;0,067491;0,15819;0,126459
6966;0,02018784875;0,023242319;0,090327;0,188254;0,129422
6967;0,0267991395;0,02554969925;0,114349;0,196219;0,125471
6968;0,04332717825;0,0305200325;0,119145;0,19929;0,12226
6969;0,052523257000000004;0,03303944525;0,104973;0,200333;0,115591
